term,definition,POS,notes
verlöten,To solder,v,
vermachen,"to leave (by will), to bequeath, to devise",vt,
vermacht,past participle of vermachen; bequeathed,v/adj, 
vermahnen,to admonish,vt,
vermaledeien,"to damn, curse",v,dated] 
vermaledeit,"cursed, damned",adj,
vermarkten,to market,v,
vermasseln,"to blow, to screw up, to botch",vt,colloquial] 
vermauern,to wall in,vt,
vermaßen,to fill a document with measures (e.g. as a result of a survey),vt,
vermehren,"to increase, multiply, augment; to breed",v/v, 
vermehrt,"past participle of vermehren; increased, augmented; additional",v/adj/adj,  
vermeidbar,avoidable,adj,
vermeiden,to avoid,v,
vermeintlich,"supposed, alleged; imaginary",adj/adj, 
vermengen,to mix (stir two or more substances together),v,
vermengt,past participle of vermengen,v,
vermenschlichen,"to humanize, to anthropomorphize",v,
vermerken,"To mention, note, or record",v,
vermerkt,noted,adj,
vermessen,"presumptious; daring; to measure, to survey; to measure wrong",adj/adj/vt/vr,   
vermeßen,obsolete spelling of vermessen,v,
vermieden,past participle of vermeiden; avoided,v/adj, 
vermieft,musty,adj,
vermieten,to rent (to someone),v,
vermindern,"To reduce, decrease, shrink, diminish; To alleviate, lessen, ease; To deplete",v/v/v,  
vermindert,"past participle of vermindern; diminished, decreased",v/adj, 
verminen,to mine,v,military] 
vermischen,To mix together; To put colors softly together,vt/vt," art, painting] "
vermischt,"mixed, blended, intermingled",adj,
vermissen,to miss (to feel the absence of someone or something); to have something missing,v/v, 
vermittelbar,"mediatable; communicable, relatable",adj/adj, 
vermitteln,"to mediate; to convey; to broker, to supply, to provide",v/v/v,  
vermittels,by means of (by using the thing specified),prep,
vermodern,"to rot, decompose",v,
vermottet,moth-eaten,adj,
vermummen,"to hide one’s face, disguise oneself",vr,
vermurkst,"botched, screwed up",adj,
vermuten,"to assume, suppose, presume, suspect, (US) guess; to suppose someone to be",v/vt," a person, at a location] "
vermutet,"past participle of vermuten; supposed, suspected; assumed, presumed",v/adj/adj,  
vermutlich,"suspected, presumable, assumed; presumably",adj/adv, 
vermöbeln,to beat up,v,
vermöge,"due to, because of, by virtue of; by means of, through",prep,with genitive] 
vermögen,"to be able to; may; to cause someone to do something, to impel",vt/vt,takes infinitive with zu]  takes accusative and infinitive with zu] 
vermögend,wealthy,adj,
vermögenslos,"penniless, destitute; impotent",adj/adj, 
vermüllen,to litter,v,
vernachlässigbar,"ignorable, negligible; ignorably, negligibly",adj/adv, 
vernachlässigen,to neglect,vt,
vernachlässigt,"neglected, unattended; unkempt, squalid",adj/adj, 
vernakular,vernacular,adj,
vernakulär,vernacular,adj,
vernarren,to infatuate,v,
vernarrt,past participle of vernarren; infatuated,v/adj, 
vernaschen,to eat up,v,
vernebeln,to obscure; to obfuscate,v/v, 
vernehmen,"To hear; To question, to examine",vt/vt,formal]  
vernehmlich,"audible, perceptible",adj,
vernehmungsfähig,"interrogative, interrogatable",adj,
verneigen,to bow,vr,literary] 
verneinen,to negate,v,
vernetzen,to network; to cross-link,v/v, 
vernichten,to destroy; to ruin; to wreck; to annihilate; to benothing; to eradicate; to extinguish (to make dying out or nothing),v/v, 
vernichtend,"crushing, devastating, destroying, withering",adj,
vernickeln,To nickel-plate,v,
vernickelt,past participle of vernickeln; nickel-plated,v/adj, 
vernommen,past participle of vernehmen,v,
vernunftbegabt,rational,adj,
vernünftig,"reasonable, sensible",adj,
vernünftigerweise,reasonably,adv,
veronesisch,Veronese,adj,
verordnen,"to prescribe (to order a drug or medical device for use by a particular patient); to prescribe, to decree (to specify as a required procedure or ritual)",v/v, 
verordnet,past participle of verordnen; prescribed,v/adj, 
verpachten,"to loan, lend",v,
verpacken,to pack,v,
verpassen,"to miss (be late for; be unable to use or attend); to miss (fail to hit or reach); to give, to provide someone with",vt/vt/vt,"  colloquial, + dative] "
verpaßt,obsolete spelling of verpasst,v,
verpeilen,"to mess up, to be out of it, to forget",vi,slang] 
verpeilt,"maladjusted, scatterbrained, out of it",adj,colloquial] 
verpennen,to oversleep; to sleep through,vi/vt,slang]  slang] 
verpestet,"pestiferous, mephitic",adj,
verpetzen,to snitch; to tell on,v/v, 
verpfeifen,"to snitch, to rat, to tell on; to piss off",v/vr, colloquial] 
verpflegen,"to feed, nourish",v,
verpflichten,"to oblige somebody, make somebody promise; to commit, to oblige; to oblige, to swear, to be sworn; to engage; to bind somebody by contract, to oblige somebody; to be an obligation; to undertake (to commit oneself to an obligation)",vt/vt/vt/vt/vi/vi/vr,    legal]   
verpflichtet,"past participle of verpflichten; committed, bound, obliged, indebted, beholden",v/adj, 
verpflichtungslos,"unobligated, uncommitted",adj,
verpfuscht,"botched, bungled",adj,
verpfänden,"to pawn, to mortgage",v,
verpissen,to fuck off; piss off (leave),vr,vulgar] 
verpixelt,pixelated,adj,
verplappern,to unintentionally give away a secret; unintentionally disclose something which had been secret,vr,slang] 
verplempern,"to squander, waste, fritter away (time or money); to spill (a liquid)",v/v,colloquial]  colloquial] 
verplempert,past participle of verplempern,v,
verprassen,"to splurge, to squander",vt,
verprellen,to alienate,vt,
verpressen,To crimp; To grout,v/v, 
verpresst,past participle of verpressen; crimped,v/adj, 
verproviantieren,to provision,vtr,
verprügeln,"to beat up someone; to beat, to bash",v/v, 
verprügelt,past participle of verprügeln,v,
verpuffen,to explode through deflagration (rather than detonation); to fizzle out; to die down fast; to fail to have the intended effect,v/v,chemistry]  figurative] 
verpufft,past participle of verpuffen,v,
verpuppen,to pupate,vr,
verputzen,to plaster; to put away,v/v,"construction]  colloquial, of food] "
verpönen,to frown upon,vt,dated] 
verpönt,"frowned upon, disapproved, scorned",adj,
verpönter,comparative of verpönt,adj,
verpöntesten,superlative of verpönt,adj,
verqualmt,smoke-filled,adj,
verquast,confused; strange,adj,"especially of ideas, talk] "
verquer,"crosswise, askew, wrong, awry (not correct); strange, rare, weird, cranky, screwy",adj/adj,colloquial]  colloquial] 
verraffen,"to forget, to overlook",v,colloquial] 
verrammeln,"to barricade, to block up, to blockade",vt,
verraten,to betray; to rat out (to give someone away); to reveal,v/v/v,  
verrathen,alternative spelling of verraten,v,obsolete] 
verratzt,hopeless,adj,
verrechenbar,attributable; billable; offsetable,adj/adj/adj, finance]  legal] 
verrechnen,to calculate several quantities together; particularly: to offset one against another; to miscalculate,vt/vr,with mit]  with bei or in] 
verrecken,"to croak, die",v,colloquial] 
verreden,"to talk away, to affirm to be not as true as it appeared or henceforth not",v,
verreisen,"take a trip, travel, go out of town",v,
verrenken,"to strain, wrench",v,
verrichten,to carry out; to perform,v/v, 
verriegeln,to bolt,v,
verriegelt,"bolted, locked",adj,
verringern,To abate,vt,
verringert,"decreased, reduced",adj,
verrosten,To rust,v,
verrostet,rusty,adj,
verrotten,to rot,v,
verrottet,"decayed, rotten; past participle of verrotten",adj/v, 
verrucht,"heinous, despicable",adj,
verrufen,"notorious, infamous",adj,
verrunzelt,wrinkled,adj,
verrußt,sooted,adj,
verräterisch,"treasonous, traitorous; telling, telltale (revealing information)",adj/adj, 
verräterischsten,superlative of verräterisch,adj,
verrückt,"crazy, mad",adj,
verrückter,comparative of verrückt,adj,
verrücktesten,superlative of verrückt,adj,
verrühren,to stir up; whip up; mix up; scramble,vt,
versagen,to fail; to refuse; deny,v/v, 
versalzen,to put too much salt in; to spoil; too salty,v/v/adj, figuratively]  
versalzt,past participle of versalzen,v,
versammeln,"to gather, to assemble",v,
versanden,to peter out; to become filled with sand,vi/vi, 
versandkostenfrei,free of shipping costs,adj,
versandt,past participle of versenden,v,
versauen,to mess up,v,
versauern,To go stale; To acidify; To stagnate,v/v/v,  
versauert,past participle of versauern,v,
versaufen,to spend on drinking; to drown,v/v,"colloquial, auxiliary ""haben""]  colloquial, auxiliary ""sein""] "
versaut,"filthy; kinky, having unusual sexual desires or practices",adj/adj, slang] 
versauter,comparative of versaut,adj,
versautesten,superlative of versaut,adj,
verschachteln,to nest; to interleave,v/v, 
verschaffen,"to provide, supply, procure",v,
verschalen,to plank; to lag,v,construction] 
verschallen,to stop being audible,v,obsolete] 
verschalten,to connect,v,
verschandeln,"to ruin, disfigure [e.g. the look of a person, landscape, city, etc.]",vt,colloquial] 
verschanzen,to barricade,v,
verscharren,to scratch; to superficially bury,v/v, 
verschauen,to fall in love [+ in (object) = jemandem = with],vr,
verschaukeln,"to dupe, to wind up, to finesse",v,
verscheiden,"to die, decease",v,euphemistic] 
verscheissern,alternative spelling of verscheißern,v,
verscheissert,past participle of verscheissern,v,
verscheißern,to fool someone,v,colloquial] 
verschenken,"to give away, to throw away",v,
verscherbeln,to sell off,vt,
verscherzen,to squander through foolish behaviour,vrt,
verscheuchen,"to shoo, to shoo away, to scare away, to drive away",v,
verscheucht,past participle of verscheuchen,v,
verschicken,to send out; to send off,vt/vt, 
verschieben,"to move, to shift; to postpone",v/v, 
verschieden,"different (von: from); several, various; differently",adj/adj/adv,  
verschiedenartig,"varied, different, diverse",adj,
verschiedenfarbig,"varicoloured, multicoloured",adj,
verschiedenförmig,multifarious,adj,
verschiedentlich,happening from time to time; happening on various occasions; sporadic (but not with the sense of “rare”); from time to time; on various occasions,adj/adv, 
verschießen,to shoot off; to discharge but miss one’s shot; to fall in love; to fade [of colours],vt/vr/vr/vi, sports]   auxiliary sein] 
verschiffen,to ship,vt,
verschissen,shitty,adj,vulgar] 
verschlacken,to slag (make slag),v,
verschlackt,past participle of verschlacken; scoriaceous; slagged,v/adj/adj,  
verschlafen,to oversleep; sleepy,v/adj, 
verschlagen,"devious; disingenuous, self-serving",adj/adj, 
verschlechtern,to deteriorate (make worse); to worsen; to make worse,v/v, 
verschleiern,to veil; to disguise; to cloud (make obscure),v/v/v,  
verschleissen,alternative spelling of verschleißen,v,
verschleißen,"to wear out, to chafe, to abrade",v,
verschleißfest,"hard-wearing, wear-resistant",adj,
verschlemmen,to squander,vt,
verschleppen,to abduct; to protract,v/v, 
verschleudern,to dump (sell dirt cheap),v,
verschliessen,alternative spelling of verschließen,v,
verschließen,to close; to shut; to lock; to lock (something) up,vt/vt, 
verschlimmbessern,to make something worse in an honest but failed attempt to improve it; to edit a text and thereby unintentionally distort it,v/v,"somewhat, colloquial]  somewhat, colloquial] "
verschlimmern,"to make worse, to worsen, to aggravate",v,
verschlingen,to devour,v,
verschlossen,"locked; uncommunicative, withdrawn",adj/adj, 
verschlucken,to swallow up; to choke (get food etc. into one's windpipe),vt/vr, 
verschlungen,"past participle of verschlingen; devoured, engulfed, consumed; convoluted, entwined, winding, labyrinthine",v/adj/adj,  
verschlungener,comparative of verschlungen,adj,
verschlüsseln,to encrypt,v,
verschlüsselt,encrypted,adj,
verschmachten,"to languish, pine away",v,
verschmelzen,"To blend, merge, coalesce; To fuse (together)",v/v, 
verschmerzen,to get over,vt,
verschmitzt,"mischievous; sly; shrewd, cunning",adj/adj/adj,  
verschmolzen,"past participle of verschmelzen; coalesced, melded, merged",v/adj, 
verschmust,cuddly; affectionate,adj/adj, 
verschmutzen,to soil; to pollute,v/v, environment] 
verschmähen,"to scorn, to disdain",v,
verschnaufen,to catch one's breath,vir,
verschneiden,"to castrate; to neuter (to remove sex organs, usually male ones, from an animal or person); to blend or mix different sorts of a drink (e.g. wine, beer, whiskey); to make a cuvée",v/v, 
verschneit,snow-covered,adj,
verschnitten,past participle of verschneiden,v,
verschnupft,"peeved, grumpy; sniffly, bunged up (with a cold)",adj/adj, 
verschnöselt,snobbish,adj,
verschollen,"missing, lost; declared dead in absentia, presumed dead",adj/adj, law] 
verschonen,to spare,v,
verschont,past participle of verschonen,v,
verschossen,"past participle of verschießen; faded, spent",v/adj, 
verschreiben,"to prescribe (a substance); to make over; to sign over (property); to commit oneself to something; to make an error while writing (by misspelling or otherwise); to use (an amount of ink, paper, etc.) in writing",vt/vt/vr/vr/vt, perhaps dated]  + dative object]   
verschreibungspflichtig,prescription (which one needs a prescription to obtain),adj,
verschrieben,past participle of verschreiben; prescribed,v/adj, 
verschriften,to transcribe,v,
verschroben,eccentric,adj,
verschränken,"to entangle, to cross, to fold, to interweave",v,
verschränkt,past participle of verschränken,v,
verschulden,"to be to blame for, to cause (an accident etc.); to get into debt",vt/vir, 
verschuldet,indebted,adj,
verschweigen,"to conceal (to hide something by remaining silent about it), to fail to mention, to keep (information) quiet",vt,
verschwenden,to waste,v,to squander] 
verschwenderisch,"lavish, extravagant; wasteful, profligate, prodigal",adj/adj, 
verschwendet,"wasted, squandered",adj,
verschwendungssüchtig,"extravagant, generous",adj,
verschwimmen,to blur,v,
verschwinden,"to disappear; to vanish; to get lost, to take a hike",vi/v, colloquial] 
verschwindend,vanishing; insignificant; infinitesimal,adj/adj/adj,  
verschwistert,past participle of verschwistern; twinned,v/adj, 
verschwommen,"vague, fuzzy; blurred",adj/adj, 
verschworen,past participle of verschwören,v,
verschwunden,disappeared,adj,
verschwurbelt,complicated,adj,
verschwägern,to become brothers-in-law,vr,
verschwägert,"related by marriage; in-law; excluding one’s own spouse and, often, the spouses of one’s blood relatives",adj,
verschwören,to conspire,vr,
verschärfen,"To tighten; To aggravate, exacerbate",v/v, 
verschönern,"to beautify, to embellish",v,
verschütten,"to spill; to trap, to bury alive",v/v,a liquid]  in rubble] 
verschüttet,"spilt, spilled",adj,
versehen,to perform (a service or duty); to hold (an office); to provide with; to make a mistake; to expect,vt/vt/v/vp/vp,    archaic] 
versehentlich,by mistake,adv,
versehren,"to hurt, to wound",vt,elevated] 
versehrt,past participle of versehren,v,
verseifen,to saponify,v,chemistry] 
verseift,past participle of verseifen,v,
verselbstständigen,"to separate, to make independent, to emancipate; to become independent, to take on a life of one's own",v/vr, 
verselbstständigt,past participle of verselbstständigen,v,
verselbständigen,alternative form of verselbstständigen,v,
verselbständigt,past participle of verselbständigen,v,
versemmeln,to fail,v,colloquial] 
versenden,"to ship, to dispatch",v,
versendet,past participle of versenden,v,
versengen,"to scorch, singe",vt,
versenkbar,retractable,adj,
versenken,"to sink (to cause to sink, e.g. a ship); to down (to pot a ball); to countersink, counterbore",v/v/v, pocket billiards]  technichal] 
versessen,"crazy; fanatic, closeminded; stubborn, immovably set in an opinion",adj/adj/adj,  
versetzen,"to put, to move [into a state or position]; to deal, to give [a blow, hit etc.]; to promote [to the next grade]; to transfer [to a different work place or position]",v/v/v/v,  school]  work] 
versetzt,"past participle of versetzen; offset; shifted, displaced",v/adj/adj,  
verseuchen,to contaminate,v,
versichern,"to insure (to provide for compensation if some specified risk occurs); to reassure, assure",v/v, 
versichert,"insured, covered",adj,
versicherungspflichtig,obligatorily insured,adj,
versickern,"to seep in, to seep away; to disappear",v/v, figurative] 
versiegeln,to seal,vt,
versiegelt,past participle of versiegeln; sealed,v/adj, 
versiegen,to dry up,v,
versiert,versed,adj,
versiffen,to become dirty,v,
versifizieren,to versify,v,
versilbern,"To silver, to silverplate; To realize (convert an asset into cash)",v/v, finance] 
versilbert,past participle of versilbern; silverplated,v/adj, 
versinken,"to sink, to descend",vi,
versklaven,to enslave,v,
versnobt,"snobbish, snobby",adj,
verso,overleaf,adv,
versoffen,"boozy, wasted",adj,colloquial] 
versohlen,to spank,v,
versonnen,"pensive, thoughtful",adj,
versorgen,to look after; to treat; to supply (someone/somewhere mit with); to provide for (a family etc.),v/v/v/v," medicine, first-aid]   "
verspeisen,"to eat up, especially with great pleasure and enjoyment",v,
verspeist,past participle of verspeisen,v,
versperren,"to bar, to block; to lock",v/v, 
versperrt,past participle of versperren,v,
verspiegelt,mirrored,adj,
verspielen,to gamble something away (lose something in a game); to lose something lightly; to squander; to waste; to lose someone’s goodwill; to make a mistake at playing (e.g. play a wrong note on a music instrument),vt/vt/vi/vr,"  chiefly in the perfect tenses, with bei]  "
verspielt,playful; past participle of verspielen,adj/v, 
verspotten,to make fun of,v,
verspottet,past participle of verspotten,v,
versprechen,to promise; to expect (something positive); to hope for; to promise oneself (to); to make a verbal slip; to misspeak,vt/vt/vr/vr, with reflexive dative]  with dative object]  
verspröden,to go/become brittle; to make brittle,vi/vt,perfect tenses formed with sein]  perfect tenses formed with haben] 
versprödet,past participle of verspröden - embrittled,v,
versprühen,To radiate; To spray; To atomize,v/v/v,  
versprüht,"sprayed, atomized",adj,
verspäten,to be late,vr,
verspätet,"belated, late",adj,
verspüren,"to feel, sense",v,
verstaatlichen,"to nationalize, to socialize",v,
verstaatlicht,past participle of verstaatlichen,v,
verstanden,past participle of verstehen,v,
verstatten,"to allow, to permit; to allocate, to provide",vt/vt,"now, literary]  now, literary] "
verstauben,to gather dust,v,
verstauchen,to sprain,vr,
verstauen,to stow,v,
verstecken,to conceal; to hide (oneself),vt/vr, 
versteckt,hidden,adj,
verstehen,"to understand, comprehend (to be aware of the meaning of); to know, know how to, be good (with) (to understand or have a grasp of through experience or study); to understand, take, see (to impute meaning, etc., that is not explicitly stated); to get along well (with=mit), to like; to understand each other, hear each other (to be able to communicate); to go without saying, to be obvious; to think of oneself (as something); to be an expert (at something)",vti/vt/vt/vr/vr/vr/vr/vr,       
versteifen,to harden or stiffen,vti,
versteigern,to auction,vt,
versteinern,to petrify,v,
verstellbar,adjustable,adj,
verstellen,"to adjust, alter, misalign; to displace, shift; to disguise [one's voice etc.]; to dissemble, dissimulate, pretend, sham",v/v/v/vr,   
verstellt,past participle of verstellen,v,
versterben,to die; to pass away,v,
verstimmen,to annoy; to sound off,v/v, music] 
verstocken,to harden,v,
verstohlen,"furtive, surreptitious",adj,
verstopfen,to plug; to clog; to become clogged; to clog up,vt/vir, 
verstopft,"stopped up, stuffy [nose]; constipated",adj/adj, 
verstorben,past participle of versterben; deceased,v/adj, 
verstoßen,to outcast; to infringe (against a law),v/v, 
verstrahlen,to contaminate (with radiation),v,
verstrahlt,past participle of verstrahlen,v,
verstreichen,to pass,v,
verstreuen,To scatter; To disperse,v/v, 
verstreut,past participle of verstreuen,v,
verstricken,"to entangle, to ensnare",v,
verstrickt,past participle of verstricken,v,
verströmen,"To exude, to radiate or give off, to shed",vt,
verstummen,to become silent,v,
verständigen,"To notify, inform, advise; To warn, alert; To communicate",v/v/vr,  
verständigt,"past participle of verständigen; notified, advised",v/adj, 
verständlich,"understandable, comprehensible",adj,
verständlicherweise,"understandably, understandably enough",adv,
verständnislos,uncomprehending,adj,
verständnisvoll,"understanding, sympathetic, tolerant",adj,
verstärken,to reinforce; to amplify; to penetrate; to grow stronger,v/v/v/vr,   
verstäuben,to spray,vt,
verstören,to disturb,vt,
verstört,disturbed; distraught,adj,
verstümmeln,to mutilate,v,
versuchen,"to try, attempt; to try, taste; to tempt",v/v/v,  
versuchsweise,as an experiment; by way of trial,adv/adv, 
versunken,"sunken; engrossed, immersed, rapt (in sense of rapt in thought); in an engrossed manner, raptly (in sense of listened raptly)",adj/adj/adv,  
versäumen,"to miss, to omit, to fail to do something important",v,
versäumt,past participle of versäumen,v,
versöhnen,to reconcile,vr,
versöhnlich,"conciliatory, reconciliatory, forgiving",adj,
versüßen,"to sugar (make something seem less unpleasant), sweeten (make pleasing or grateful to the mind or feelings)",v,
versüßt,past participle of versüßen,v,
vertagen,"To adjourn, postpone, defer",v,
vertan,wasted (not profitably used); past participle of vertun,adj/v, 
vertauschen,"to exchange, swap",v,
vertebral,vertebral,adj,
verteidigen,to defend,v,
verteidigend,defending,adj,
verteilen,to distribute; to spread; to spread out,vt/vt/vr,  
verteilt,distributed; allocated,adj/adj, 
vertelefonieren,to spend by telephone,vt,colloquial] 
vertheidigen,obsolete spelling of verteidigen,v,
vertiefen,to deepen,v,
vertiert,"brutish, animallike",adj,
vertikal,vertical,adj,
vertilgen,to eradicate,vt,
vertipp,past participle of vertippen,v,
vertippen,to mistype,v,
vertobaken,"to beat (up), to thrash",v,"North German dialects, dated] "
vertonen,to set to music,vt,
vertouristet,touristy,adj,
vertrackt,tricky,adj,colloquial] 
vertragen,"to tolerate, bear; could do with (need something that would be beneficial); to get along with (to be together or coexist well)",vt/vt/vr, colloquial]  
vertraglich,contractual; contractually,adj/adv, 
vertrauen,to trust (to place confidence in),v,
vertrauensselig,trusting; naive,adj/adj, 
vertrauensvoll,"trusting, trustful",adj,
vertrauenswürdig,trustworthy,adj,
vertraulich,confidential,adj,
vertraut,"close, intimate; familiar; past participle of vertrauen",adj/adj/v,  
vertrauter,comparative of vertraut,adj,
vertrautesten,superlative of vertraut,adj,
vertreiben,To force to leave; To bring much of something onto the market; To put colors softly together,vt/vt/vt," financial]  art, painting] "
vertretbar,"justifiable, defensible, tenable, responsible",adj,
vertreten,to represent; to substitute,v/v, 
vertretungsberechtigt,authorized to represent,adj,law] 
vertrieben,"past participle of vertreiben; expelled, dispelled, banished",v/adj, 
vertrocknen,to dry up,v,
vertränt,"tearful, crying",adj,
vertrödeln,to fiddle away,v,colloquial] 
vertun,to make a mistake,vr,
vertuschen,to cover up,v,
verunglimpfen,to denigrate; to libel,v,
verunglimpft,past participle of verunglimpfen,v,
verunglücken,"to have a serious accident (usually implying grave injury and/or danger to life, often even death); to be a fiasco",v/v,"of a person]  of a thing, humorous] "
verunglückt,past participle of verunglücken,v,
verunreinigen,to contaminate; to dirty,v/v, formal] 
verunreinigt,"past participle of verunreinigen; tainted, contaminated, adulterated",v/adj, 
verunsichern,"to make insecure, to make uncertain",v,
verunstalten,to disfigure,vt,
veruntreuen,to embezzle,v,
verunzieren,to disfigure,v,
verunziert,past participle of verunzieren,v,
verursachen,to cause,v,
verurteilen,to condemn; to sentence,v/v, legal] 
verurtheilen,obsolete spelling of verurteilen,v,
vervielfältigen,to duplicate,v,
vervierfachen,to quadruple,vtr,
vervollkommnen,to perfect,v,
vervollständigen,"to complete, to round off",v,
verwachsen,to grow together; to become overgrown; to grow out of,v/v/v,  
verwahren,"to keep safe, to store; to protest, repudiate [i.e. a statement] [+ gegen (object) = etwas]",vt/vr, 
verwahrlosen,to become neglected,vi,
verwahrlost,"neglected, derelict",adj,
verwaisen,"to become an orphan; to lose one's child; to become deserted, to stand empty",v/v/v,"of a child]  rather rare, of a parent]  of a place] "
verwaist,orphaned; deserted,adj/adj, 
verwalten,to manage; to administer,v/v, 
verwandelbar,"transformable, transmutable, shapable",adj,
verwandeln,"to metamorphose; to transform, to convert; to turn",v/v/v,  
verwandt,"related (connected by blood, adoption, or marriage); related (standing in relation or connection)",adj/adj, 
verwandtschaftlich,kinship or family (attributive),adj,
verwanzen,to bug (in order to listen secretly),v,
verwanzt,infested with bugs; bugged (in order to secretly listen),adj/adj, 
verweben,to weave,vt,
verwechseln,"to confuse, to mistake",v,
verwegen,keen,adj,
verwehen,to blow away (wind),v,
verwehren,To refuse; To forbid; To deny,v/v/v,  
verweht,past participle of verwehen,v,
verweigern,to refuse; to deny,v/v, 
verweilen,"to stay, dwell; to hover, linger",v/v, 
verweisen,to refer; to relegate,v/v, 
verwelken,to wither,v,
verwendbar,"usable; applicable; suitable, useful",adj/adj/adj,  
verwenden,"to use (employ, apply); to intercede; to turn away",v/vr/v, formal]  obsolete] 
verwendet,used,adj,
verwerfen,"To discard, reject, scrap; To condemn; To abolish",v/v/v,  
verwerflich,reprehensible (morally unacceptable),adj,
verwertbar,"usable, applicable; realizable, exploitable",adj/adj, 
verwerten,"To exploit, utilise, realise",v,
verwertet,past participle of verwerten; utilized; recycled,v/adj/adj,  
verwesen,"to decay; to decompose; (archaic) to administer, to conduct, to govern, to manage. Refer to the prefix ver- (english for-) + wesen (archaic for to be ), meaning to manage things existing in a kingdom",v/v/v,  
verwestlichen,to westernize,v,
verwetten,to lose by betting; to use as stake,vt/vt, 
verwickeln,To involve; To embroil; To entangle; To implicate,v/v/v/v,   
verwickelt,"involved, embroiled; tangled",adj/adj, 
verwiegen,to weigh,vt,
verwinden,to twist; to overcome,v/v, 
verwirken,to forfeit,v,law] 
verwirklichen,"to substantiate, realize; to materialize; to achieve, fulfil",v/v/v,  
verwirklicht,past participle of verwirklichen,v,
verwirren,to confuse,v,
verwirrlich,"confused, confusing",adj,Switzerland] 
verwirrt,confused; disoriented,adj/adj, 
verwischen,"to smudge, to smear (e.g. paint); to blur, to obscure (e.g. the differences between two things)",v/v, 
verwittern,To erode; To overhaul the smell of a place to lure or scare wild animals,vi/vt, hunting] 
verwittert,past participle of verwittern,v,
verwitterungsresistent,weather resistant (resistant to weathering),adj,
verwitwet,widowed,adj,
verworfen,"past participle of verwerfen; discarded, scrapped; overruled; profligate, depraved; reprobate",v/adj/adj/adj/adj,    
verworren,"confused, confusing",adj,
verwundbar,vulnerable,adj,
verwunden,to wound,v,
verwunderlich,amazingˌ astonishingˌ remarkableˌ strangeˌ surprisingˌ wondrous,adj,
verwunderlicher,comparative of verwunderlich,adj,
verwunderlichsten,superlative of verwunderlich,adj,
verwundern,"to amaze, astonish, astound",v,
verwundet,past participle of verwunden,v,
verwunschen,"enchanted, bewitched, romantic, forgotten",adj,
verwässern,"to water down, to dilute",v,figuratively] 
verwässert,watered-down,adj,
verwöhnen,"to pamper, spoil",v,
verwöhnt,spoiled / spoilt,adj,
verwünschen,to cast a spell,v,
verwüsten,"to devastate, ravage",v,
verwüstend,"devastating, ravaging, desolating",adj,
verzagen,to despond,v,
verzahnen,to engage [i.e. gears],v,
verzahnt,"related, connected, interconnected",adj,
verzapfen,to mortise; to serve from the keg; to do or talk nonsense,v/v/v, beer]  colloquial] 
verzaubern,"to enchant, to bewitch",v,
verzaubert,"enchanted, charmed; spellbound; transformed, changed into",adj/adj/adj,  
verzehnten,to pay as tithe,v,
verzehrbar,edible,adj,
verzehren,to consume; to languish,vt/vr, 
verzehrt,past participle of verzehren; consumed,v/adj, 
verzeichnen,"To record, list, enter, register",v,
verzeichnet,"past participle of verzeichnen; recorded; scheduled, listed",v/adj/adj,  
verzeigen,to report (to bring a charge against),v,Swiss] 
verzeigt,past participle of verzeigen,v,
verzeihen,to forgive; to pardon; to excuse,v,
verzeihlich,forgivable,adj,
verzerren,to distort,v,
verzerrt,"past participle of verzerren; distorted, contorted, warped",v/adj, 
verzetteln,to fritter (to occupy oneself with unimportant things instead of focussing on the important things),vr,
verzettelt,past participle of verzetteln,v,
verzichtbar,"dispensable, expendable",adj,
verzichten,"to give up, go without, live without, make do without, do without, formal: forgo, dispense with; to refrain from, abstain, renounce, forswear; let somebody have; resign, abdicate; renounce, waive, disclaim",v/v/v/v/v,    
verziehen,"to warp, distort; to become warped, distorted; to thin out, disappear; to clear off, scram, get lost; to spoil (ruin the character of by overindulgence, coddle or pamper to excess)",vt/vr/vr/vr/vt,"   colloquial, somewhat rude in imperative]  "
verzieren,"to garnish, to adorn",v,
verzinken,"to coat with zinc, to galvanize",v,"electronics, chemistry] "
verzinkt,past participle of verzinken; galvanized (coated with zinc),v/adj, 
verzinnen,to tin-plate (cover with tin),v,
verzinnt,"past participle of verzinnen; tinned, tin-plated",v/adj, 
verzocken,"to gamble away, lose by gambling",vt,
verzogen,"warped (twisted out of its original shape); spoilt, badly reared; having moved to another place",adj/adj/adj,"of wood etc.]  of a child]  of a tenant, inhabitant] "
verzopft,"old-fashioned, outdated",adj,
verzweifeln,to despair,v,
verzweifelt,desperate; desperately,adj/adv, 
verzweigen,to branch (to produce branches),v,
verzweigt,"past participle of verzweigen; branched; brachiate, dendritic",v/adj/adj,  
verzweigtkettig,branched-chain,adj,chemistry] 
verzwickt,tricky,adj,
verzählen,"to miscount; to tell something, to talk (most often in a negative context)",vr/vti," colloquial, regional, Rhineland] "
verzählt,past participle of verzählen,v,
verzärteln,to pamper,v,
verzäunen,to fence,vt,
verzögern,to delay; to protract; to be delayed,vt/vt/vr,  
verzückt,"ecstatic, enraptured; enthusiastic; past participle of verzücken",adj/adj/v,  
verächtlich,"disparaging, contemptuous, disdainful, scornful; despicable, detestable; scornfully",adj/adj/adv,  
veränderbar,mutable,adj,
veränderlich,mutable; variable,adj/adj, 
verändern,"to alter, to change; to change",vt/vr, 
verändert,"changed, altered",adj,
