term,definition,POS,notes
réceptionner,to take delivery of; to receive,vt/vt, 
réceptionniste,receptionist,mf,
réceptivité,"receptivity, receptiveness; susceptibility",f/f, 
récessif,recessive,adj,genetics] 
récession,recession,f,economics] 
réchapper,to come through (survive something perilous),vi,
réchaud,stove; burner,m,
réchauffe,"reheat, afterburning (in an aero engine)",f,
réchauffement,"reheating, heating, warming",m,
réchauffer,reheat; heat up,v/v, 
réchauffiste,warmist,mf,
récidive,"relapse, reoccurrence; reoffending, recidivism",f/f,medicine]  legal] 
récidiver,"to reoffend, to recidivate",vi,
récidiviste,reoffending; repeat offender,adj/mf, 
récif,reef (rocks at or near surface of the water),m,
récifal,"reefal, reef",adj,
récipiendaire,"recipient, receiver (someone who receives, e.g. an award)",mf,
récipient,"container, vessel, recipient",m,
réciprocable,reciprocable,adj,
réciprocation,reciprocation,f,
réciprocité,reciprocity,f,
réciproque,reciprocal; converse,adj/f, mathematics] 
réciproquement,reciprocally; one another; vice versa,adv,
récit,"recital; account, narrative (the telling of a story or event); swell division of a pipe organ",m/m/m,  
récital,recital,m,
récitant,"narrator, reciter",m,
récitante,female equivalent of récitant,f,
récitatif,recitative,m,music] 
récitation,"recitation (act of reciting, material recited)",f,
réciter,"to recite, to declaim",vt,
réclamant,claimant,m,
réclamante,feminine singular of réclamant,f,
réclamation,claim; complaint,f,
réclame,"a small, commercial advertisement, originally in the printed press; all similar advertising; reclaim (a falconry call and sign for the bird of prey to return to the falconer)",f/f/m, by extension]  falconry] 
réclamer,"to protest; to object; to claim, reclaim",vt/vt/vt,  
réclusion,reclusion,f,
récoler,"to collate, compare, review, verify",v,
récollet,Recollect (member of the Frères mineurs récollets,m,
récolte,harvest,f,
récolter,to harvest (to reap),v,
récolteur,reaper; harvester,adj,
récompense,"reward, recompense; prize, award",f/f, 
récompenser,to award,v,
réconciliable,reconcilable,adj,
réconciliation,reconciliation (process of matching and comparing figures from accounting records against those presented on a bank statement),f,
réconcilier,to reconcile,vt,
réconfort,"comfort, solace; reassurance",m/m, 
réconforter,to comfort,vt,
récrier,to exclaim or cry out,v,
récrimination,recrimination; bitter criticism,f/f, chiefly in the plural] 
récriminer,to recriminate; to remonstrate,vi/vi, 
récrire,to rewrite (to write anew); to rewrite (to change the wording of something written); to write back (to reply to a written message by writing),v/v/v,  
récré,recess [US],f,"colloquial, school slang] "
récréatif,recreational,adj,
récréation,"recreation, recess [USA]",f,
récréationnel,"recreational (used for recreation, for fun or pleasure)",adj,
récréativement,recreationally,adv,
récréer,"To rejoice, celebrate, entertain",v,literary] 
récupérable,"recoverable, salvageable",adj,
récupérateur,recuperating; scrap merchant,adj/m, 
récupération,recovery; retrieval,f/f, 
récupérer,"to get back, to recover, to recuperate; to reform, to rehabilitate; to reclaim, to recover; to make up (e.g. time)",v/v/v/v,   
récurer,to scrub; scour,v,
récurremment,recurrently,adv,
récurrence,recurrence (return or reversion to a certain state),f,
récurrent,recurrent; recurring,adj,
récursif,recursive,adj,
récursion,recursion,f,
récursivement,recursively,adv,
récursivité,recursivity (quality of being recursive),f,
récusable,challengeable; impugnable,adj/adj, 
récusation,challenging; challenge,f/f, 
récuser,"to object, to make an objection; to impugn, challenge; to recuse",v/v/v,colloquial]   legal] 
récépissé,receipt,m,
rédacteur,"editor (main writer of e.g. a newspaper); author, writer (of a book or publication)",m/m, 
rédaction,"editing (act of editing e.g. a newspaper); editorial staff; writing, piece of writing; essay (written composition)",f/f/f/f,   
rédactionnel,editorial,adj,
rédactrice,feminine noun of rédacteur,f,
rédempteur,redeemer,m,
rédemption,redemption; salvation; buyout,f/f,religion]  finance] 
rédemptrice,female equivalent of rédempteur,f,
rédhibitoire,"crippling, prohibitive; sufficient (condition) for failing",adj/adj, 
rédie,redia,f,biology] 
rédiger,"to review and correct for mistakes in content, layout and style; to compose",v/v, 
rédimer,"to pay, chiefly compensation, etc",v,chiefly legal] 
rédox,redox,m,chemistry] 
réductase,reductase,f,enzyme] 
réducteur,"reducing; reductive, simplistic, reductionist; reducing agent",adj/adj/m,chemistry]  pejorative]  chemistry] 
réductible,reducible,adj,
réductif,reductive,adj,
réduction,reduction; discount,f/f, 
réductionnisme,reductionism,m,"philosophy, sciences] "
réductionniste,reductionist,adj,
réduire,"to reduce; to cut (prices); to shorten (text); to reduce, scale down (pictures etc.); to reduce (someone) to; to reduce (something) to; to reduce, set; to reduce; to capture (place), quell (opposition etc.); to amount to, to come down to",v/v/v/v/v/v/v/v,"  à]  en]  medicine]  chemistry, cooking]  military]  à, .pronominal] "
réduit,"a cubbyhole; a recess, a nook",m/m, 
réel,"real (true, fact, not fictional); real [of a number]; real [reality]",adj/adj/m, mathematics]  psychology] 
réellement,really; genuinely; in fact,adv,
réem,reem,m,
réembaucher,to rehire [workers],vt,
réemploi,reuse; reemployment,m/m, 
réemployer,to reuse; to reemploy; to reinvest [money],vt/vt/vt,  
réenchérir,alternative form of renchérir,v,
réenfourcher,"to get back on, to remount",v,
réengager,"to reengage; to take back up, take up again; to get back into; to put back in; to reenlist (in the army); to get back (with an ex-lover)",v/v/v/v/vr/v,     
réengazonner,to returf,vt,
réenregistrer,to rerecord,v,
réentendre,to rehear (hear again),vt,
réenterrer,"to rebury, bury again",v,
réentonner,To strike up (etc) again,v,
réentrant,reentrant (all senses),adj,
réenvisager,To re-envisage,v,
réescompte,rediscount,m,
réessayer,"to retry, to try again",v,
réestimation,reestimation,f,
réexamen,reconsideration; reappraisal,m/m, 
réexaminer,to reexamine,v,
réexciter,To excite again,v,
réexporter,to reexport,vt,
réexprimer,"to re-express (express in a different, new way)",v,
réexpédier,"to reship, forward",vt,
réfection,"refection; refashioning, restoration, on the basis of its etymology, of a word which has undergone phonetic erosion through regular sound laws; the word resulting from that process",f/f, linguistics] 
réfectoire,refectory,m,
réflecteur,reflective,adj,
réflectif,reflective (all senses),adj,
réflectivité,reflectivity,f,
réflexe,reflex; reflex,m/adj, 
réflexibilité,reflexibility,f,
réflexible,reflexible,adj,
réflexif,reflexive,adj,
réflexion,"reflection (in mirror); thought, thinking; discussion, remark",f/f/f,  
réflexivement,reflexively,adv,
réflexivité,reflexivity,f,
réflexologie,reflexology,f,medicine] 
réfléchi,reflexive,adj,grammar] 
réfléchir,"to ponder, to reflect; to be reflected",v/vr, 
réfléchissant,"reflective, reflecting",adj,
réformateur,reformatory; reformator,adj/m, 
réformation,reformation; Reformation,f/f, 
réforme,reform (change),f,
réformer,"to reform (put into a new form); to reform (improve, make better)",v/v, 
réformisme,reformism,m,
réformiste,reformist; reformist,adj/mf, 
réfractaire,refractory (obstinate; strongly opposed); refractory (not affected by great heat); deserter,adj/adj/m, chemistry]  military] 
réfracter,to refract,v,
réfractif,refractive,adj,
réfraction,refraction (bending of any wave),f,
réfractomètre,refractometer,m,
réfragabilité,The quality of being refragable,f,
réfragable,refragable,adj,
réfranger,To refract,v,
réfrangibilité,refrangibility,f,
réfrangible,refrangible,adj,
réfrigérant,refrigerant,adj,
réfrigérateur,refrigerator,m,
réfrigération,refrigeration,f,
réfrigérer,to cool; cool down (artificially),v,
réfringence,refringence,f,
réfringent,"refringent, refractive",adj,
réfréner,alternative form of refréner,vt,
réfugier,"to take refuge; to give shelter to someone; to protect, to conceal something",vr/vt/vt, dated]  dated] 
réfugié,Refugee,m,
réfutabilité,refutability,f,
réfutable,refutable,adj,
réfutation,"refutation, rebuttal",f,
réfuter,"to refute, to disprove",v,
référence,reference,f,
référencement,referencing,m,
référencer,"to list (a product in a catalogue), to put (a product on the shelves)",v,
référendaire,referendary; referendum (attributive),m/adj, 
référendum,referendum,m,politics] 
référent,referrer; referent,m/m, 
référente,feminine singular of référent,f,
référentiel,repository; referential,m/adj,computing]  
référer,to refer,v,
régal,"treat, culinary delight",m,
régalade,drinking from a bottle without it touching the lips,f,
régaler,"To cook (someone) a really good meal; To have a great meal; to treat, to serve a treat, to cook up something special [for]",vt/vr/vt,  
régalia,alternative spelling of regalia,f,
régalien,"regal, royal",adj,
régalin,regaline,adj,"obsolete, chemistry] "
régate,regatta,f,
régence,regency,f,
régent,regent,m,
régenter,"to dictate, (seek to) dominate",vt,
régicide,regicide (the killing of a king); regicide (someone who kills a king),m/mf, 
régie,"administration, commission; state management; excise tax",f/f/f,  
régime,"regime; kind of political system; regimen; regimen; operating mode; diet; clump of fruits on the end of a branch [in palms, bananas, etc]",m/m/m/m/m/m," politics]  grammar]  technical]  dietetics, nutrition]  botany] "
régiment,regiment (army unit),m,
régimentaire,regimental,adj,
régimer,"to diet, go on a diet",v,
région,"region; area; a political subdivision of France and some other Francophone countries, bigger than a département",f/f, 
régional,regional,adj,
régionalement,regionally,adv,
régionalisation,regionalization,f,
régionaliser,To regionalize,v,
régionalisme,regionalism,m,
régionaliste,regionalist; regionalist,adj/mf, 
régiosélectif,regioselective,adj,chemistry] 
régiosélectivité,regioselectivity,f,chemistry] 
régir,to govern,vt,
régisseur,"manager, administrator; stage manager",m/m, 
régisseuse,female equivalent of régisseur,f,
réglable,adjustable,adj,
réglage,"adjustment, tuning; ruling; setting",m/m/m,  
réglement,obsolete spelling of règlement,m,
réglementaire,regulatory; related to regulations,adj,
réglementairement,"statutorily, in accordance with regulations",adv,
réglementation,"regulation, bylaw, law",f,
réglementer,to regulate,v,
régler,"to sort out, to settle (a problem, a bill); to set, to adjust; to regulate; to rule; to put lines on",v/v/v/v,   
réglet,"A kind of ruler (first meaning), usually in metal, where the physical extremity is the first graduation; reglet",m/m, 
réglisse,licorice (the plant); licorice (the confection),f/f, 
réglo,"correct, on the level, stand-up",adj,colloquial] 
réglé,"settled; flowered, menstruating",adj/adj, of a woman] 
régnant,ruling (that rules),adj,
régner,to reign,v,
régolithe,regolith,m,geology] 
régresser,to regress,vi,
régressif,anticipatory; regressive,adj/adj, 
régression,regression,f,
régressivement,regressively,adv,
régularisation,regularization,f,
régulariser,"to regulate (make regular), straighten out (a situation, an irregularity)",vt,
régularité,regularity,f,
régulateur,"regulatory (of or pertaining to regulation); regulator, controller",adj/m, 
régulation,regulation,f,
régulatoire,regulatory,adj,
réguler,to regulate,v,
régulier,"regular (conforming to rules); (of a polygon) regular; dependable; legitimate; (of a verb etc.) regular; regular, steady (continual); One's regular sexual or romantic partner (as opposed to a partner with which one is having an affair)",adj/adj/adj/adj/adj/adj/m," geometry]    grammar]   dated, slang] "
régulière,One's regular sexual or romantic partner (as opposed to a partner with which one is having an affair),f,"dated, slang] "
régulièrement,regularly (frequently),adv,
régulé,regulated,adj,
régurgitation,regurgitation,f,
régurgiter,to regurgitate,v,
régénérateur,regenerative,adj,
régénération,regeneration,f,
régénérer,to regenerate,v,
régénérescence,regeneration (especially the first signs of),f,
réhabilitation,rehabilitation,f,
réhabiliter,to rehabilitate,v,
réhabituer,to reaccustom,vt,
réhausser,alternative form of rehausser,v,
réhydratation,rehydration,f,
réhydrater,to rehydrate,vt,
réification,reification,f,
réifier,to reify,v,
réimaginer,to reimagine,v,
réimmerger,to reimmerse,v,
réimplantation,reimplantation,f,
réimplanter,To reimplant,v,
réimplanté,reimplanted,adj,
réimporter,to reimport,vt,
réimposer,to reimpose,vt,
réimpression,reprinting; reprint,f/f, 
réimprimer,to reprint,vt,
réincarcérer,to reincarcerate,vt,
réincarnation,reincarnation,f,
réincarner,to reincarnate (be reincarnated),vr,
réindexer,to reindex,vt,
réindustrialisation,reindustrialization,f,
réindustrialiser,To reindustrialize,v,
réinitialisation,reset; reinitialization,f/f,computing]  
réinitialiser,to restart; to reset,v/v, 
réinjecter,to reinject,v,
réinjection,reinjection,f,
réinscriptible,rewritable (CD etc),adj,
réinscription,reinscription,f,
réinsertion,reinsertion,f,
réinstallation,reinstallation,f,
réinstaller,to reinstall,v,
réinstauration,reestablishment,f,
réinstaurer,To reestablish,v,
réinsérer,to reinsert,v,
réinterprétation,reinterpretation (all senses),f,
réinterpréter,To reinterpret,v,
réinterroger,"to requestion, reinterrogate",vt,
réintroduction,reintroduction,f,
réintroduire,to reintroduce,v,
réintégration,reintegration,f,
réintégrer,"to return to (somewhere one's been before); to reinstate (someone), to restore (someone to their previous job post); to reinstate (someone of their assets)",v/v/v,  
réinventer,to reinvent,v,
réinvestir,to reinvest,v,
réinviter,to reinvite,v,
réionisation,reionization,f,
réioniser,to reionize,v,
réislamiser,to make Islamic again,v,
réitérat,A portion of a tree reproducing partially or entirely the architecture of the whole tree,m,"botany, trees] "
réitératif,reiterative,adj,
réitération,reiteration,f,
réitérativement,reiteratively,adv,
réitérer,to reiterate,v,
réitéré,reiterated,adj,
réitérément,reiteratedly,adv,
réjouir,"to please; to delight; To rejoice, celebrate",v/vp, 
réjouissabilité,"ability to be pleased, delighted",f,
réjouissance,rejoicing; festivities,f/f, chiefly in the plural] 
réjouissant,cheerful; uplifting,adj/adj, 
rémanence,remanence,f,
rémanent,residual,adj,
rémige,remex (feather),f,
réminiscence,reminiscence (act of remembering long-past experiences),m,
rémission,remission,f,
rémois,From Reims,adj,
rémoulade,remoulade,f,
rémouleur,knife grinder,m,
rémunérateur,"profitable, lucrative",adj,
rémunération,pay; remuneration,f,
rémunérer,to remunerate; pay back,v,
rénal,renal,adj,
réniforme,reniform,adj,
rénine,renin,f,enzyme] 
rénovateur,renovator; renovating,m/adj, 
rénovation,"renovation; renewal, act of renewing",f/f, 
rénover,"to renew, to renovate, to revitalize",v,
réoccuper,To reoccupy,v,
réorchestrer,to reorchestrate,v,
réorganisation,reorganisation,f,
réorganiser,to reorganise,v,
réorientation,"reorientation, redirection",f,
réorienter,"to reorientate, redirect; to transfer",v/v, education] 
réorthogonaliser,To reorthogonalize,v,maths] 
réoublier,to reforget; to forget again,v,"very, rare] "
réouverture,reopening,f,
réouvrir,to reopen,vt,
réoxyder,to reoxidize,vt,
répandre,"to spill, scatter; to spread; to shed (tears); to give off, give out (a smell etc.); to spread, to propagate",v/v/v/v/vr,    se répandre] 
répandu,"widespread; spread-out, scattered",adj/adj, 
réparable,repairable,adj,
réparateur,agent noun of réparer; repairer,m,
réparation,"fix, repair",f,
réparatrice,feminine noun of réparateur,f,
réparer,"to repair, fix, mend",v,
répartie,alternative form of repartie,f,
répartir,distribute (to apportion); forward (as an e-mail),v/v, 
répartiteur,distributor,m,
répartiteuse,feminine singular of répartiteur,f,
répartition,"delivery, dispatching; allocation, division, allotment (of tasks, etc.); distribution",f/f/f,  
répercussion,repercussion,f,
répercuter,to echo (sound); to reflect (light),v/v, 
répertoire,"repertoire; inventory, stock; directory",m/m/m,  
répertorier,"to index, keep a repertoire of",vt,
répertorié,indexed,adj,
répit,"respite, relief (brief interval of rest or relief)",m,
réplicabilité,replicability,f,
réplicable,replicable,adj,
réplicatif,replicative; replicating,adj/adj, 
réplication,"replication, duplication; replication",f/f," computing, genetics] "
réplique,"response, reply; rebuttal; replica; line; aftershock",f/f/f/f/f,   theatre]  
répliquer,to reply; to replicate (copy),v/v, 
réplisome,replisome,m,biology] 
réplétion,repletion,f,
répondant,"respondent; repartee, skill in replying swiftly",m/m, uncountable] 
répondeur,"lippy, mouthy; answering machine (device that automatically records voice mail); transponder",adj/m/m,  
répondre,"To reply, to answer; [de] To answer for",v/v,à]  law] 
réponse,"answer; response; retort, comeback",f/f/f,  
répressif,repressive,adj,
répression,repression,f,
réprimande,"reprimand (a severe, formal or official reproof; reprehension, private or public)",f,
réprimander,to reprimand,v,
réprimer,"to suppress, quell (stop the spread of something considered bad or wrong); to repress, stifle (prevent the growth of); to repress, muffle (prevent someone speaking out); to hold back, to stunt (make someone refrain from doing something); to cut down, subdue (reduce the level of, e.g. crime)",vt/vt/vt/vt/vt,    
réprobateur,"reproving, reproachful",adj,
réprobation,"reprobation, disapproval",f,
réprouver,"to reprove, condemn",vt,
réprouvé,reprobate; reprobate,adj/m, 
répréhensible,reprehensible,adj,
répréhensiblement,reprehensibly,adv,
répréhension,reprehension,f,
républicain,Republican; Republican,adj/m, 
républicaniser,republicanize,v,
républicanisme,republicanism,m,
républicaniste,republicanist,mf,
république,republic,f,
répudiation,"repudiation, refusal, refusing",f,
répudier,to repudiate,v,
répugnance,repugnance,f,
répugnant,"disgusting, repugnant",adj,
répugner,"to repel, disgust; to be loath or reluctant (to do something)",v/v, 
répulsif,repulsive,adj,
répulsion,repulsion (all senses),f,
répunit,repunit,m,maths] 
réputation,reputation,f,
réputer,to repute,v,
répétabilité,repeatability,f,
répétable,repeatable,adj,
répéter,to repeat; to repeat oneself,v/vp, 
répéteur,repeater (device),m,
répétiteur,"tutor, someone who helps pupils with their lessons; a repetiteur",m/m, 
répétitif,repetitive,adj,
répétition,repetition; rehearsal,f/f, 
répétitivement,repetitively,adv,
répétitivité,repetitiveness,f,
répétitrice,feminine noun of répétiteur,f,
réquisition,requisition,f,law] 
réquisitionnaire,conscript,m,
réquisitionner,to requisition,v,
réquisitoire,indictment,m,legal] 
résa,"booking, especially to watch a show",f,colloquial] 
réseau,network; network,m/m, Internet] 
réseautage,networking (act of meeting new people in a business or social context),m,neologism] 
réserpine,reserpine (alkaloid),m,
réservation,reservation; booking,f/f, 
réserve,"reservation; reserve, stock; stockroom",f/f/f,  
réserver,"to reserve, to make a reservation (for), to book; to reserve, to put aside",v/v, 
réserviste,reservist,m,
réservoir,reservoir,m,
réservé,"reserved, booked; discreet, reserved; guarded, cautious",adj/adj/adj, of a person]  of a statement] 
réservément,reservedly,adv,
résidant,residing,adj,
résidence,residence (place where one resides),f,
résident,resident; resident,m/adj, 
résidentiel,residential (pertaining to an area that is primarily for family residences),adj,
résider,"to reside, live; to lie",v/v, 
résidu,"residue, remainder",m,
résiduaire,residual,adj,
résiduel,residual,adj,
résignation,resignation (state of uncomplaining frustration); resignation (act of resigning from a post),f/f, 
résigner,"to relinquish, renounce; to resign oneself (to)",vt/vr, 
résigné,"resigned (to a fate, a situation, etc.)",adj,
résiliable,cancellable (which can be cancelled),adj,
résiliation,"termination, cancellation",f,
résilience,"resilience (the mental ability to recover quickly from depression, illness or misfortune)",f,
résilier,"to cancel, annul, invalidate",v,legal] 
résille,"net, netting; hairnet; cames, lead, leading (for windows)",f/f/f,  
résinate,resinate,m,organic chemistry] 
résine,"resin, pitch, tar",f,
résiner,to resinate,v,
résineusement,resinously,adv,
résineux,resinous,adj,
résinification,resinification,f,
résinifier,to resinify,v,
résipiscence,"repentance, resipiscence",f,
résistance,resistance (all meanings),f,
résistant,resistant; resistant,m/adj, 
résister,to resist,v,
résisteur,resistor (electrical component),m,
résistible,resistible (able to be resisted),adj,
résistif,resistive,adj,
résistine,resistin,f,
résistivité,resistivity (capacity of resistance to electricity),f,
résistor,resistor (electrical component),m,
résolu,resolute,adj,
résolubilité,"resolubility, resolvability",f,
résoluble,"resoluble, resolvable",adj,
résolument,"resolutely, determinedly",adv,
résolutif,resolutive,adj,
résolution,resolution,f,
résolutivement,resolutively,adv,
résolvante,"resolvent (a resolvent equation, function, or expression)",f,maths] 
résolver,to resolve; to fix,v,nonstandard] 
résolveur,solver (one who solves),m,
résolûment,resolutely,adv,
résonance,resonance,f,
résonateur,resonator,m,
résonner,"to resonate (to vibrate or sound, especially in response to another vibration); to ring out",v/v, 
résorbable,resorbable,adj,
résorber,to resorb,v,
résorcine,resorcinol,f,organic compound] 
résorcinol,resorcinol,m,organic compound] 
résorption,resorption,f,
résoudre,"To resolve (to find a solution to); To resolve, to make up one's mind",vt/vr, followed by à] 
résultant,resulting; resultant,adj/adj, 
résultante,"result, consequence",f,
résultat,outcome; result; (résultat financier) bottom line,m/m, 
résultatif,resultative,adj,grammar] 
résulter,"to result, to happen",v,
résumer,"to summarize, to sum up",v,
résumé,"summary, résumé; abstract (of an academic paper)",m/m, 
résurgence,"resurgence, revival",f,
résurrection,resurrection,f,
réséda,"reseda, mignonette (plant)",m,
rétablir,to restore; to reestablish,v/v, 
rétablissement,"reestablishment, reinstating; recovery",m/m, 
rétamer,to tin-plate again; to wear out,vt/vt, 
rétameur,tinker,m,
rétameuse,feminine singular of rétameur,f,
rétention,retention; withholding,f/f,medical]  
rétiaire,"retiarius, gladiator with a net",m,"historical, Ancient Rome] "
réticence,"tight-lippedness, reticence; reluctance, misgivings",f/f, by extension] 
réticent,reluctant; reticent,adj,
réticulaire,reticular,adj,
réticulation,reticulation; crosslinking (of polymer chains),f/f, chemistry] 
réticule,reticle,m,
réticulum,reticulum,m,anatomy] 
réticulé,reticulated,adj,
rétif,restive; rebellious,adj,
rétine,retina (thin layer of cells at the back of the eyeball),f,
rétinien,retinal,adj,
rétinite,retinitis,f,pathology] 
rétinofuge,retinofugal,adj,
rétinol,retinol,m,
rétinoscope,retinoscope,m,
rétinoïde,retinoid,m,organic chemistry] 
rétorquer,to retort,v,
rétorsion,retorsion,f,legal] 
rétractable,retractable (capable of being retracted),adj,
rétractation,retraction,f,
rétracter,"to retract, contract",vt,
rétractile,"retractile, retractable",adj,
rétraction,"retraction, withdrawal",f,
rétraindre,"to hammer (a metal object): to shape by hammering, especially to make thinner; archaic spelling of restreindre",v/v, 
rétribuer,to pay (for); to reward,vt/vt, 
rétributif,retributive,adj,
rétribution,"remuneration, reward",f,
rétributivement,retributively,adv,
rétro,"shortening of rétroviseur, mirror (in the car); retro",m/adj, 
rétro-,"retro-, back, behind",prefix,
rétroactif,retroactive,adj,
rétroaction,feedback (signal that is looped back to control a system within itself); retroaction,f/f, 
rétroactivement,retroactively; retrospectively,adv/adv, 
rétroactivité,retroactivity,f,
rétroagir,to retroact,vi,
rétrocaveuse,backhoe,f,
rétrocession,retrocession,f,
rétrocommission,kickback,f,
rétrocéder,"to retrocede; to surrender (property, land etc)",v/v, 
rétrodiffuser,To backscatter,v,
rétrodiffusé,backscattered,adj,physics] 
rétrodismutation,retrodismutation,f,biochemistry] 
rétroflexe,retroflex,adj,
rétroformation,back-formation,f,linguistics] 
rétrofusée,retrorocket,f,
rétrogaming,retrogaming,m,
rétrogradation,"retrogradation (retrograde motion); demotion, downgrading (in rank)",f/f, 
rétrograde,retrograde,adj,pejorative] 
rétrograder,"to turn back, go back; to retrogress; to downshift; to demote",v/v/v/v,  motoring]  military] 
rétrogression,retrogression (decline),f,
rétrolien,trackback,m,
rétronasal,retronasal,adj,
rétronasalement,retronasally,adv,
rétronyme,retronym,m,
rétronymie,retronymy,f,
rétronymique,retronymic,adj,
rétroprojecteur,overhead projector,m,
rétropédalage,the action or the result of backpedalling,m,
rétropédaler,to backpedal,v,
rétrospectif,"retrospective (of, relating to, or contemplating the past)",adj,
rétrospective,"retrospective, montage",f,
rétrospectivement,retrospectively,adv,
rétroviral,retroviral,adj,
rétrovirus,retrovirus (virus with a genome consisting of RNA),m,
rétroviseur,rear-view mirror,m,automotive] 
rétrécir,to shrink; to narrow,v/v, 
rétrécissant,"narrowing, shrinking",adj,
rétrécissement,shrinking,m,
réunification,reunification (the unification of something that was previously divided; used especially of a country),f,
réunifier,"to reunite, reunify",v,
réunion,meeting; set union,f/f, mathematics] 
réunionite,meetingitis,f,colloquial] 
réunionnais,of or relating to la Réunion,m,
réunionnaise,feminine noun of réunionnais,f,
réunir,"to gather, collect; to bring together; to meet; to come together",vt/vt/vr/vr,  se réunir]  se réunir] 
réussir,to manage to do something; to pass (a test); to succeed at something,vi/vt,followed by à and infinitive]  
réussissabilité,"achievability, attainability, doability, feasibility",f,rare] 
réussissable,"achievable, attainable, doable, feasible",adj,rare] 
réussite,success,f,
réutilisable,reusable,adj,
réutilisation,"reuse, reutilisation",f,
réutiliser,"to reuse, to reutilize",vt,
réveil,"waking, awakening, waking up; alarm clock",m/m, 
réveille-matin,alternative spelling of réveil-matin,m,
réveiller,To awaken; To wake up,vt/vr, 
réveilleur,currawong,m,
réveillon,eve (of Christmas or New Year's); a dinner eaten on such an evening,m/m, 
réveillonner,"to celebrate Christmas Eve or New Year's Eve, especially by having dinner with friends and/or family",v,
réveillé,"awake (not asleep, by extension, alert)",adj,
réverbère,"streetlight, streetlamp",m,
réverbération,reverberation,f,
réverbérer,to reverberate; to reflect [light or sound],vt/vt, 
réversibilité,reversibility,f,
réversible,reversible (capable of being reversed or inverted),adj,
réversiblement,reversibly,adv,
réversion,reversion,f,"biology, legal] "
réverter,To revert to a previous healthy state,v,biology] 
révisable,"revisable, variable (subject to change)",adj,
réviser,"to revise, review",v,
réviseur,"reviser, checker; review judge",m/m, legal] 
réviseuse,feminine singular of réviseur,f,
révision,revision,f,
révisionnisme,revisionism,m,
révisionniste,revisionist (of or pertaining to revisionism); revisionist,adj/mf, 
révocable,revocable (capable of being revoked),adj,
révocablement,revocably,adv,
révocation,revocation; act of revoking,f,
révocatoire,revocatory,adj,
révoltant,"revolting, appalling",adj,
révolte,"Rebellion, mutiny",f,
révolter,"to revolt, appal, disgust; to revolt, rebel (against e.g. government)",vt/vr, 
révolu,"bygone, past, gone by",adj,
révolution,revolution (turn; rotation); revolution (political event),f/f, 
révolutionnaire,revolutionary (of or pertaining to a revolution in government); groundbreaking; revolutionary,adj/adj/mf,  
révolutionnairement,revolutionarily,adv,
révolutionner,to revolutionise,v,
révoquer,to revoke; to remove; to take away,v,
révulsion,revulsion (all senses),f,
révulsé,contorted (face); shocked,adj/adj, 
révélateur,"revealer, one who reveals or uncovers something; developer (liquid used in the chemical processing of traditional photos.); revelatory, that which reveals something; revealing, telling",m/m/adj,  
révélation,revelation; revelation,f/f, theology] 
révélatrice,feminine noun of révélateur,f,
révéler,"to reveal, to give away; to develop (a photo); to emerge",v/v/vr,  
révéremment,reverently,adv,
révérence,reverence (deep respect); bow (gesture made by bending forward at the waist),f/f, 
révérencieusement,reverently,adv,
révérencieux,reverent,adj,
révérend,reverend; reverend,adj/m, 
révérendissime,very reverend,adj,
révérer,to revere,vt,
rééchantillonnage,resampling,m,
rééchelonnement,rescheduling,m,
rééchelonner,to reschedule,vt,
réécouter,to listen again,v,
réécrire,rewrite (to write again),v,
réécriture,"rewrite, rewriting; rewriting (computer science method)",f/f, computing] 
rééd,abbreviation of réédition,f,
réédification,"rebuilding, reconstruction",f,
rééditer,"to reedit, reissue, republish, rerelease, redo, rerun, repeat",vt,
réédition,reissue,f,
rééducation,re-education,f,
rééduquer,to reeducate (educate again); to reeducate (rehabilitate),v/v, 
réélection,reelection (the act of being elected after already being elected once),f,
rééligibilité,re-electability,f,
rééligible,re-eligible (eligible to be re-elected),adj,
réélire,to reelect,v,
réélu,reelected,adj,
réémettre,to reemit,vt,
réémission,reemission,f,
rééquilibrage,"the act of balancing, readjustment",m,
rééquilibrer,"to balance, to readjust",v,
rééquiper,To reequip,v,
réévaluation,reevaluation,f,
réévaluer,to reassess; to reevaluate,v,
réünir,obsolete spelling of réunir,v,
rêche,"rough, coarse",adj,
rêne,rein (strap or rope used to control an animal); power over something,f/f, figuratively] 
rêvasser,to daydream,vi,
rêve,dream,m,
rêver,to dream,v,
rêverie,"daydream, reverie",f,
rêveur,A dreamer or idealist; Dreamy,m/adj, 
rêveusement,dreamily,adv,
rêvé,"perfect, ideal",adj,
rôder,"to loiter, prowl, move about suspiciously or hostilely; to wander",v/v, 
rôdeur,"prowler, stalker; prowling, stalking",m/adj, 
rôlage,The making of rolls of chewing tobacco,m,
rôle,role; character,m/m, 
rônier,Palmyra palm (of the genus Borassus),m,
rôt,meat roasted on a spit,m,
rôti,roast; roast (roast meat),adj/m, 
rôtie,toast (bread),f,Quebec] 
rôtir,to roast,v,
rôtisserie,rotisserie; cooked meat shop or counter,f/f, 
rôtisseur,roaster (person who roasts meat); shop that sells roast meat,m/m, 
rôtisseuse,feminine noun of rôtisseur,f,
rôtissoire,"rotisserie, broiler (device)",f,
s',Elision of si (if) before il or ils; Elision of se before a word beginning with a vowel; Elision of se before a word beginning with a consonant,conj/pron/pron,  colloquial] 
s'affoler,"to go crazy, go bonkers; to hurry up, to make haste",v/v, 
