term,definition,POS,notes
precitado,aforementioned,adj,
preclaro,illustrious,adj,
preclasificación,pre-classification,f,
preclasificada,seed,f,sport] 
preclasificado,seed,m,sport] 
preclasificatoria,preliminary round,f,
preclausura,pre-decommissioning,f,
preclusivo,preclusive,adj,
preclusión,estoppel,f,legal] 
preclásico,preclassical,adj,
preclínico,preclinical,adj,
precocer,to parbake (to bake (bread or dough) partially so it can be rapidly frozen for storage),v,
precocidad,precociousness,f,
precocinar,to precook (partially or completely cook in advance),v,
precognición,precognition,f,
precolombino,pre-Columbian,adj,
precolonial,precolonial,adj,
precompilar,to precompile,v,
precomprar,to prebuy,v,
preconcebido,preconceived,adj,
preconcebir,"to preconceive, to prethink",v,
preconcentrador,preconcentrating; preconcentrator,adj/m, 
preconcepcional,preconceptional,adj,
preconcepción,preconception,f,
preconcepto,preconception,m,
preconcurso,clipping of preconcurso de acreedores,m,
precondición,precondition,f,
preconfigurar,to preconfigure,v,
preconformidad,preconformity,f,
precongresual,pre-congress,adj,
preconización,preconization,f,
preconizar,to praise,vt,
preconocer,"to predict, to foretell",v,
preconstitucional,preconstitutional,adj,
preconstituir,to preconstitute,v,
precontractual,precontractual,adj,
precontrato,precontract,m,
preconvocar,to call up as part of a provisional squad,v,sports] 
precordillera,foothills,f,
precordillerana,feminine noun of precordillerano,f,
precordillerano,Someone from the precordillera,m,
precoz,precocious; early,adj/adj, 
precozmente,prematurely,adv,
precrimen,precrime,m,
precrisis,precrisis,adj,
precristiano,pre-Christian,adj,
precriterio,prior criterion,m,
precréditos,pre-credits,mp,
precuela,prequel,f,
precursor,"precursory, preceding; precursor",adj/m, 
precursora,feminine noun of precursor,f,
precuña,precuneus,f,anatomy] 
precámbrico,Precambrian,adj,
preda,obsolete spelling of prea,f,
predación,predation; depredation,f,
predador,predatory; predator (any animal or other organism that hunts and kills other organisms),adj/m, 
predar,alternative form of depredar,v,nonstandard] 
predatorio,predatory,adj,
predecesor,predecessor,m,
predecesora,(female) predecessor,f,
predecible,predictable,adj,
predeciblemente,predictably,adv,
predecir,to predict,v,
predefinido,predefined,adj,
predela,predella,f,arts] 
predemencia,predementia,f,
predemocrático,prodemocratic,adj,
predestinación,predestination,f,
predestinar,to predestine,v,
predeterminación,predetermination,f,
predeterminado,predetermined,adj,
predeterminar,to predetermine,v,
prediabetes,prediabetes,f,
prediabético,prediabetic; prediabetic,adj/m, 
predial,real estate; property,adj,attributive] 
prediaria,feminine noun of prediario,f,
prediario,convict; prisoner,m,
predicación,preaching,f,
predicado,predicate; predicate,m/m,grammar]  logic] 
predicador,preaching; preacher,adj/m, 
predicadora,female equivalent of predicador,f,
predicamento,prestige; predicament (difficult situation),m/m, Latin America] 
predicar,to preach,vt,
predicativo,predicative; predicative,adj/m, 
predicción,prediction,f,
predictibilidad,predictability,f,
predictivo,predictive,adj,
predictor,"predictor, indicator",m,
predigital,predigital,adj,
predilección,predilection; fondness,f,
predilecto,"favorite, preferred",adj,
predinástico,predynastic,adj,
predio,plot of land,m,
prediseñar,to predesign,v,
predisponente,predisposing,adj,
predisponer,to predispose; to prejudice,v/v, 
predisposición,predisposition,f,
predistribución,predistribution,f,
prediálisis,predialysis,f,
prednisona,prednisone,f,
predominancia,prevalence,f,
predominante,predominant,adj,
predominantemente,predominantly,adv,
predominar,to predominate,v,
predominio,ascendancy; predominance,m,
preeclampsia,preeclampsia,f,pathology] 
preelaborar,"to preprocess; to premake, make beforehand",v/v, 
preelectoral,preelection,adj,
preelectoralismo,pre-electoralism,m,
preeliminar,preliminary,adj,sports] 
preembarque,pre-shipment,m,
preemergencia,preemergence,f,
preeminencia,pre-eminence,f,
preeminente,preeminent,adj,
preeminentemente,preeminently,adv,
preentrenamiento,pretraining,m,
preenvasar,to prepackage,v,
preescolar,preschool,adj,
preestablecer,to preestablish,v,
preestatal,pre-state,adj,
preestrenar,to preview (prior to general release),v,entertainment] 
preestreno,"preview, pre-screening",m,
preexistencia,preexistence,f,
preexistente,preexistent,adj,
prefabricación,prefabrication,f,
prefabricado,prefabricated,adj,
prefacio,preface,m,
prefación,preface,f,
prefactibilidad,pre-feasibility,f,
prefecta,prefect,f,
prefecto,prefect,m,
prefectoral,alternative form of prefectural,adj,
prefectura,prefecture,f,
prefectural,prefectural,adj,
preferencia,preference; bias,f/f, 
preferencial,preferential,adj,
preferencialmente,preferentially,adv,
preferente,preferential,adj,
preferentemente,preferentially,adv,
preferentista,preferred stockholder,mf,finance] 
preferible,preferable,adj,
preferiblemente,preferably,adv,
preferido,"preferred, of choice; favorite, popular; favorite (e.g. favorite to win)",adj/adj/m,  
preferir,to prefer; to rather (be or do),v/v, 
prefiguración,prefiguration,f,
prefigurar,"to prefigure, to presage",v,
prefijación,prefixation,f,
prefijal,prefixal,adj,linguistic morphology] 
prefijar,to prearrange; to prefix,v/v, linguistics] 
prefijo,prefix; area code; [of an affix] prefixed,m/m/adj,  
prefloración,prefloration,f,
prefoliación,prefoliation,f,
preformar,to preform,v,
prefrontal,prefrontal,adj,
pregabalina,pregabalin,f,pharmaceutical drug] 
preganglionar,preganglionic,adj,
pregar,to fix; to join,v,obsolete] 
pregestacional,pregestational,adj,
pregnenolona,pregnenolone,f,
pregonar,to proclaim,v,
pregonero,divulging; proclaiming; auctioneer; town crier,adj/adj/mf/m,   
pregrabado,prerecorded,adj,
pregrado,undergraduate course,m,
preguerra,prewar time period,f,
pregunta,question (sentence that asks for information),f,
preguntador,"inquisitive, nosy, questioning (asking a lot of questions)",adj,
preguntar,"to ask; to wonder, to ask oneself",v/vr, 
preguntarse,to wonder; to ask oneself,v,
preguntita,diminutive of pregunta,f,
preguntón,"inquisitive, nosy, questioning (asking a lot of questions)",adj,
pregustar,"To eat a meal, generally before an important person, in order to check if it's poisoned",v,
pregón,proclamation,m,
prehispánico,prehispanic,adj,
prehistoria,prehistory,f,
prehistoriador,prehistorian,m,
prehistoriadora,feminine noun of prehistoriador,f,
prehistórico,prehistoric,adj,
prehnita,prehnite,f,mineral] 
prehospitalario,prehospital,adj,
preimagen,preimage,f,
preimplantacional,preimplantational,adj,
preimpresión,preprint,f,
preimpreso,preprinted,adj,
preinauguración,pre-inauguration,f,
preincaico,pre-Incan,adj,
preindoeuropeo,pre-Indo-European,adj,
preindustria,preindustrial age,f,
preindustrial,preindustrial,adj,
preinfarto,pre-heart attack,m,
preinforme,preliminary report,m,
preinkaico,alternative spelling of preincaico,adj,
preinscribir,to preregister,v,
preinscripción,preregistration,f,
preinscrito,joined beforehand,adj,
preinspección,pre-inspection,f,
preinstalación,preinstallation,f,
preinstalar,to preinstall,v,
preinternet,pre-internet,adj,
preinversión,preinvestment,f,
preislámico,Pre-Islamic,adj,
prejubilación,early retirement,f,
prejubilado,Pre-retired person,m,
prejubilar,to retire early; take early retirement,v,
prejudicial,prior to the administration of justice,adj,
prejudicialidad,prejudicialness,f,
prejuiciado,prejudiced,adj,
prejuicio,prejudice,m,
prejuicioso,"prejudiced, biased",adj,
prejuvenil,in an age group prior to the juvenil (age depends on the country),adj,
prejuzgamiento,prejudgment,m,
prejuzgar,to prejudge,vt,
prekinder,prekindergarten,m,
prelación,"precedence, priority",f,
prelacía,synonym of prelatura,f,
prelada,prelatess,f,
prelado,prelate,m,
prelanzamiento,prelaunch,m,
prelaticio,prelate,adj,attributive] 
prelatura,prelacy,f,
prelegislativo,prelegislative,adj,
preliminar,"preliminary, introductory",adj,
preliminares,foreplay,mp,
preliminarmente,preliminarily,adv,
preliquidación,pre-liquidation,f,
prelista,shortlist,f,
prelitoral,"coast, coastal area",m,
preludiar,"to herald, prelude",v,
preludio,prelude; introduction,m/m,music]  
premaligno,premalignant,adj,
prematrimonial,premarital,adj,
prematrícula,preregistration,f,
prematuramente,prematurely,adv,
prematuridad,prematurity,f,
prematuro,"premature, early",adj,
premaxilar,premaxilla,m,
premedicación,premedication,f,
premeditación,premeditation,f,
premeditadamente,purposely,adv,
premeditar,to plan,vt,
premenopáusico,premenopausal,adj,
premenstrual,premenstrual,adj,
premezcla,premix,f,
premia,urgency,f,obsolete] 
premiación,award ceremony,f,
premiar,"to award (give a prize); to hurry, to rush",v/vt, obsolete] 
premier,premier (head of government),mf,
premiere,premiere,f,
premio,"prize, award (honour or reward); prize (that which may be won); premium (bonus paid in addition to normal payments)",m/m/m,  
premioso,slow; clumsy; unskilled at writing or speaking; laboured; annoying; tight (clothes),adj/adj/adj/adj/adj,    
premisa,premise,f,logic] 
premium,premium,adj,
premoderno,premodern,adj,
premolar,premolar,adj,
premonición,premonition,f,
premonitor,"foreshock; premonition, forewarning",m/m, 
premonitoriamente,warningly,adv,
premonitorio,premonitory,adj,
premonstratense,Premonstratensian; Premonstratensian,adj/mf, 
premontano,premontane,adj,
premontañoso,pre-mountainous,adj,
premorir,to predecease (to die sooner than),v,
premortem,premortem,m,
premostrar,"to show beforehand; to guide, direct; to predict, presage, prognosticate",v/v, 
premundial,World Cup qualifying round,m,soccer] 
premundialista,Qualifying for the World Cup,adj,"sports, attributive] "
premura,"urgency, hurry",f,
premática,"A law emanating from a competent Spanish authority, but technically differing from a royal decree or command in the formalities of its publication",f,"legal, obsolete] "
prenasalizar,to prenasalize,v,
prenatal,prenatal,adj,
prenatalmente,prenatally,adv,
prenavideño,before Christmas,adj,
prencipal,obsolete spelling of principal,adj,
prenda,"collateral, security (security or guarantee pledged for the repayment of a loan); garment (single item of clothing); jewel (precious or semi-precious stone)",f/f/f,finance]   Venezuela] 
prendar,to charm,v,
prendedor,button (a badge worn on clothes); barrette,m/m, 
prender,"to catch, to arrest; to take, to pick up; to light, to ignite; to turn on (light, machine etc.)",v/v/v/v,   
prendero,second-hand dealer (especially of second-hand clothes),m,
prendido,"turned on, switched on",adj,
prendimiento,arrest (of Jesus),m,
prenilación,prenylation,f,
prenombre,praenomen,m,
prensa,press (machine or exercise); press (print-based media),f/f, 
prensaje,recording (of music),m,
prensapapas,potato press,m,
prensar,to press,v,
prensil,prehensile,adj,
prensión,"grip, grasp",f,
prenupcial,prenuptial,adj,
prenómina,preliminary squad,f,
preocupación,worry; preoccupation; anxiety,f/f/f,  
preocupado,"worried, concerned",adj,
preocupadísimo,superlative of preocupado,adj,
preocupante,worrying,adj,
preocupar,"to worry, to concern, to trouble, to be worrisome to, to preoccupy; to worry about/over, to be worried about/over, to be concerned about/over, to be troubled about/over, to care about (+ por usually, + de occasionally)",vt/vr, 
preocuparse,to worry or get worried,v,
preolímpico,pre-Olympic; qualifying stage for the Olympic Games,adj/m, sports] 
preoperatividad,State of being preoperative,f,
preoperatorio,preoperative,adj,surgery] 
preopérculo,preoperculum,m,
preorbital,preorbital,adj,
preorden,preorder,m,
preordenar,to preorder,v,
prepa,high school,f,Mexico] 
prepagar,to prepay,v,
prepago,prepaid,adj,
preparación,preparation,f,
preparado,"prepared; qualified, well-qualified; preparation",adj/adj/m,  
preparador,"preparer, one who prepares",m,
preparadora,feminine noun of preparador,f,
preparadísimo,superlative of preparado,adj,
preparar,to prepare,v,
prepararse,"reflexive of preparar, to prepare oneself",v,
preparativo,"preparative, preparatory",adj,
preparatoria,high school,f,Mexico] 
preparatoriamente,preparatorily,adv,
preparatorio,"preparatory, introductory",adj,
preparto,pre-birthing,adj,
prepesaje,weigh-in,m,
prepintar,To pre-paint,v,
prepirenaico,Of or from the Pre-Pyrenees,adj,
prepirineo,Pyrenean foothills,m,
preponderancia,preponderance; superiority,f/f, 
preponderante,"predominant, prevailing",adj,
preponderantemente,prominently; predominantly,adv/adv, 
preponderar,"to predominate, to dominate, to prevail",vi,
preposicional,prepositional,adj,
preposición,preposition,f,
prepostulado,pre-nomination,m,"politics, rare] "
prepotencia,arrogance; absolute power; high power,f/f, 
prepotente,"overbearing, arrogant",adj,
preprimaria,preschool,f,
preprocesador,preprocessor,m,
preprocesamiento,preprocessing,m,
preproducción,preproduction,f,
preprofesional,preprofessional,adj,
preproyecto,preliminary project,m,
prepublicación,prepublication,f,
prepucial,preputial,adj,anatomy] 
prepucio,"prepuce, foreskin",m,anatomy] 
prepósito,superior (religious leader),m,
prepúber,prepubescent,adj,
preregistro,pre-registration,m,
prerrafaelismo,preraphaelism,m,
prerrafaelista,Pre-Raphaelite; Pre-Raphaelite,adj/mf, 
prerrafaelita,pre-Rafael,adj,
prerramirense,Before the reign of King Ramiro I of Asturias,adj,
prerrenal,prerenal,adj,
prerrequisito,prerequisite,m,
prerrevolucionario,prerevolutionary,adj,
prerrogativa,prerogative,f,
prerromano,pre-Roman,adj,
prerrománico,pre-Romanesque,adj,
prerromántico,preromantic,adj,
pres,press (exercise),m,
presa,"reservoir, dam; piece of meat; portion or piece of food; feminine noun of preso, female prisoner; capture; prey; stolen good; sluice (artificial passage of water); weir",f/f/f/f/f/f/f/f/f,        
presagiar,to presage,v,
presagio,premonition sign,m,
presbiacusia,presbycusis,f,pathology] 
presbicia,presbyopia,f,medicine] 
presbiterado,presbyterate,m,
presbiteral,presbyteral,adj,
presbiterial,presbyterial,adj,
presbiterianismo,Presbyterianism,m,
presbiteriano,Presbyterian (relating to the Presbyterian Church); Presbyterian (a member of the Presbyterian Church),adj/m, 
presbiterio,presbytery; chancel,m/m, 
presbítero,presbyter,m,
presciencia,prescience,f,
prescindencia,going without,f,
prescindible,expendable; dispensable,adj,
prescindir,to do without,v,
prescribir,to prescribe; to prescribe,v/v,medical]  legal] 
prescripción,prescription,f,
prescriptivo,prescriptive,adj,
prescriptor,prescriber,m,
prescrito,unprosecutable (outside the statute of limitations),adj,
presea,gem,f,
presecuencia,presequence,f,
presedimentador,presedimentation,m,
preseleccionar,To preselect,v,
preselección,provisional squad for the national team,f,sports] 
presencia,"presence; appearance, look",f/f, 
presencial,"in-person, on-site; attendance-based; witnessing",adj/adj/adj, of a course]  
presencialismo,presenteeism,m,
presencialmente,presentially,adv,
presenciar,to witness,v,
presenil,presenile,adj,
presenilina,presenilin,f,biochemistry] 
presentable,presentable,adj,
presentación,presentation,f,
presentado,presented,adj,
presentador,"presenter; host, hostess, master of ceremonies [for a performance etc.]",m/m, 
presentadora,feminine noun of presentador; female presenter,f,
presentar,"to present, submit; to introduce (someone); to file [a lawsuit]",v/v/v,  law] 
presente,present; this (formal); present; present,adj/adj/m/m,  grammar]  
presentencia,presentence,adj,
presentimiento,presentiment; premonition,m/m, 
presentir,"to have a feeling, have an idea",v,
presentismo,presentism,m,
preserie,preseries,f,
preservación,preservation,f,
preservado,preserved,adj,
preservador,preserver,m,
preservante,"preservative (any agent that acts to preserve, especially food)",m,
preservar,to preserve; to be preserved,vt/vp, 
preservarse,reflexive of preservar,v,
preservativamente,preservatively,adv,
preservativo,preservative; condom,adj/m, 
presi,prez (president),mf,
presidencia,presidency,f,
presidenciable,possible presidential candidate,mf,
presidencial,presidential,adj,
presidencialismo,A presidential government,m,
presidencialista,presidential,adj,
presidencialización,presidentialization,f,
president,president of Catalonia,m,
presidenta,feminine noun of presidente,f,
presidente,president,mf,
presidentito,diminutive of presidente,m,
presidiario,convict,m,
presidio,"jail; garrison, presidio",m/m, historical] 
presidir,to preside,vt,
presilla,diminutive of presa,f,
presilladora,stapler,f,chiefly Cuba] 
presináptico,presynaptic,adj,
presionadora,"pestle, plunger",f,
presionar,"to pressure; to push, to press, to hit, to press down (e.g. a button, key, pen); to pressurize to press on (e.g. press on a wound); to urge, to push; to lobby; to be pressed",v/v/v/v/v/vr,     
presión,pressure,f,
preso,imprisoned; prisoner,adj/m, 
presocialista,presocialist,adj,
presocrático,pre-Socratic,adj,
presolar,presolar,adj,
presolicitar,to go through the first stage of application,v,
presolicitud,early stage of application,f,
presoviético,pro-Soviet,adj,
press,press (exercise),m,
prestacional,loaning,adj,attributive] 
prestación,"service; perk, benefit; performance; loan, lending",f/f/f/f,   finance] 
prestado,lent,adj,
prestador,lending; lender,adj/m, 
prestamente,promptly,adv,
prestamista,"moneylender; usurer, loan shark (someone lending money at exorbitant rates of interest)",mf/mf, 
prestancia,"excellence, distinction, superiority",f,
prestanombre,A person or non-entity whose name is put on a legal document,m,
prestante,leading,adj,
prestar,"to give, pay (e.g., attention); to lend; to have a natural inclination, a natural tendency; to take",vt/vt/vrt/vt,   
prestataria,feminine noun of prestatario,f,
prestatario,borrowing; borrower,adj/m, 
preste,priest,m,"historical, obsolete] "
presteza,alacrity; promptness,f,
prestidigitación,prestidigitation,f,
prestidigitador,prestidigitator,m,
prestidigitadora,feminine noun of prestidigitador,f,
prestigiado,prestigious,adj,
prestigiar,"to honor, to make famous (to contribute to one's prestige)",v,
prestigio,"prestige, standing, (good) reputation, good name, face, kudos; cachet",m/m, 
prestigioso,"prestigious, distinguished, famous, eminent",adj,
prestimonio,prestimony,m,
presto,"quick, swift, prompt; ready, prepared; immediately, promptly; presto; right away, at once",adj/adj/adv/adv/adv,   music]  
prestísimamente,superlative of prestamente,adv,
presumario,preliminary process,m,legal] 
presumible,presumable,adj,
presumiblemente,presumably,adv,
presumido,"arrogant, conceited",adj,
presumir,"to boast, show off; to presume",vi/vt, 
presunción,"presumption; conceit, presumptuousness, vanity; suspicion",f/f/f,  
presuntamente,presumably,adv,
presuntivamente,presumptively,adv,
presuntivo,presumptive,adj,
presunto,"presumed, assumed; alleged",adj/adj, 
presuntuosamente,"presumptuously, conceitedly",adv,
presuntuoso,presumptuous; impertinent,adj/adj, 
presuponer,to budget; to presuppose,v/v, 
presuposición,presupposition,f,
presupuestación,budgeting,f,
presupuestal,budgetary,adj,
presupuestar,to budget,v,
presupuestariamente,budgetarily,adv,
presupuestario,budgetary,adj,
presupuesto,"estimated; budget; estimate; reason, motive",adj/m/m/m,   
presura,"worry; speed; persistence; zeal, enthusiasm",f/f/f/f,   
presurización,pressurization,f,
presurizar,to pressurize,v,
presurosamente,"quickly, hastily",adv,
presuroso,"hurried, hasty",adj,
pretal,breastplate,m,horse tack] 
pretemporada,preseason,f,
pretencioso,pretentious,adj,
pretención,pretentiousness,f,Venezuela] 
pretender,"to pretend (claim, allege); to intend, to aim (for/to); to woo, to court",v/v/v,  
pretendidamente,supposedly,adv,
pretendiente,"aspiring; applicant; suitor, wooer; pretender (claimant to a throne)",adj/mf/mf/mf,   
pretensar,to prestress,v,
pretensión,claim,f,
pretensor,pretensioner,m,
preterición,preterition; preterition,f/f,rhetoric]  law] 
preterir,"to leave out, to omit",v,
pretermitir,to pretermit,v,
preternatural,preternatural,adj,
preternaturalmente,preternaturally,adv,
pretextar,to give as a pretext,v,
pretexto,pretext,m,
pretibial,pretibial,adj,
pretil,parapet; handrail,m/m,construction]  
pretina,waistband,f,
pretor,magistrate; praetor,m/m,"law]  law, historical] "
pretoriano,Praetorian,adj,
pretorio,praetorian,adj,
pretratamiento,pretreatment,m,
pretroncal,subsidiary; B road,adj/f,of roads]  
pretura,praetorship,f,
pretérito,Of things that have passed or occurred ongoing at some point in the past; Of the preterite verb tense; The preterite tense,adj/adj/m, grammar]  grammar] 
pretérmino,preterm,adj,
preuniversitario,pre-university,adj,
prevalecer,to prevail,v,
prevaleciente,"prevailing, dominant",adj,
prevalencia,prevalence,f,
prevalente,prevalent,adj,
prevalentemente,"prevalently, prevailingly",adv,
prevaler,synonym of prevalecer,v,
prevaricación,prevarication,f,
prevaricador,prevaricating,adj,
prevaricar,"to commit perjury; to fall short performing, or to neglect, one's duties; to go mad",v/v/v,law]   colloquial] 
prevaricato,alternative spelling of prevaricación,m,
prevención,prevention,f,
prevenible,preventable,adj,
prevenir,"to prevent, to forestall, to preempt, to ward off, to stave off; to avert (e.g. a disease, an accident, a disaster, danger); to forewarn, warn; to anticipate; to prepare",v/v/v/v/v,    Mexico] 
preventa,presale,m,
preventivamente,"preventively, preemptively",adv,
preventivo,"preventive, preemptive",adj,
preventorio,preventorium,m,
prever,to foresee,v,
preverbal,preverbal,adj,
prevesical,prevesical,adj,anatomy] 
previamente,previously,adv,
previo,"previous; prelim, preliminary",adj/adj, 
previrreinal,pre-viceroy,adj,
previsibilidad,predictability,f,
previsible,"foreseeable, predictable; falling within normal expectations",adj,
previsiblemente,provisionally,adv,
previsional,"forecast, projected",adj,
previsionar,to prevision,v,
previsión,prevision; precaution,f/f, 
previsor,visionary (having foresight),adj,
previsoramente,prudently,adv,
previsto,"expected, predicted",adj,
previsualización,previsualization,f,
previsualizar,to preview,v,
prez,honour,mf,
preámbulo,preamble,m,
preñado,pregnant,adj,
preñar,"to impregnate, make pregnant",vt,
preñez,pregnancy,f,
preón,preon,m,
preóptico,preoptic,adj,
priapismo,priapism,m,medicine] 
priato,"The time when the Institutional Revolutionary Party held power in Mexico, from 1929 to 2000",m,
priesa,obsolete spelling of prisa,f,
prieta,blood sausage,f,
prietita,A supporter of Manuel García Prieto,mf,
prieto,"dark, swarthy. Used to describe both people and landscapes; black",adj/adj, Louisiana] 
priismo,"The ideologies of, or support for, the Mexican Institutional Revolutionary Party",m,
priista,Of or relating to the Institutional Revolutionary Party in Mexico; A supporter or member of the Institutional Revolutionary Party in Mexico,adj/mf,politics]  politics] 
prima,feminine noun of primo; bonus; premium (amount to be paid for an insurance policy),f/f/f,  
primacia,primacy,f,
primacía,primacy; supremacy,f,
primada,Typically action of a dope; gullibility,f,colloquial] 
primalidad,primality,f,
primar,to predominate; to give priority,v/v, 
primariamente,"primarily, chiefly, mainly",adv,
primarias,first round of elections,fp,politics] 
primario,"first; primary, main; primordial",adj/adj/adj,  
primasa,primase,f,enzyme] 
primastra,feminine noun of primastro; stepcousin,f,
primastro,stepcousin,m,
primate,primate (animal),m,
primatología,primatology,f,
primatóloga,feminine noun of primatólogo,f,
primatólogo,primatologist,m,
primavera,spring (season); simple soul; simple creature; simple sod,f/mf, 
primaveral,spring (attributive),adj,
primazo,A nickname of Alfredo Del Mazo Mazo,m,Mexico] 
primera,lowest gear in an motor vehicle; first class,f/f, 
primeramente,firstly,adv,
primerito,diminutive of primero,adj,
primeriza,feminine noun of primerizo,f,
primerizo,"first timer, newbie",m,
primero,"former (in contrast to the latter), first, first one; one of the five bids in the card game of Primero, consisting of a combination of four cards in the hand; first; top (head); chief, fundamental; prime, initial, front; first, first of all, firstly",m/m/adj/adj/adj/adj/adv,      
primerísimo,superlative of primero,adj,
primicia,scoop; exclusive (news reported before anyone else); firstfruit,f/f, 
primicial,firstfruits,adj,attributive] 
primicialmente,exclusively,adv,
primigeniamente,primitively,adv,
primigenio,"primitive, original",adj,
primigesta,primigravid; primigravida,adj/f, 
primilla,diminutive of prima,f,
primita,diminutive of prima,f,
primitiva,"feminine noun of primitivo; The Lotería Primitiva de España, a bi-weekly national lottery",f/f, Spain] 
primitivamente,primitively (in a primitive manner),adv,
primitivismo,primitivism,m,
primitivista,primitivistic; primitivist,adj/mf, 
primitivo,"primitive; original, initial, basic",adj/adj, 
primito,diminutive of primo,m,
primo,"cousin (of male or unspecified gender); first; prime; prime number; sucker, gullible person",m/adj/adj/m/m,  mathematics]  mathematics]  colloquial] 
primogenitura,primogeniture,f,
primogénito,firstborn; firstborn,adj/m, 
primor,"skill, care; lovely thing, gem",m/m, 
primordial,primordial,adj,
primordialmente,"primordially, primevally",adv,
primordio,promordium,m,
primorosamente,"elegantly, skillfully",adv,
primoroso,"prime, excellent, ace (First in excellence, quality, or value)",adj,
primorriverista,"of or pertaining to Miguel Primo de Rivera, ruler of Spain 1923-1930; A supporter of Miguel Primo de Rivera",adj/mf, 
primípara,primipara,f,
princesa,princess,f,
princesita,diminutive of princesa,f,
principado,principality,m,
principal,"main, most important; essential; chief, boss",adj/adj/m,  
principalidad,principalness; principality,f/f, 
principalización,making main or principal,f,"especially, Ecuador] "
principalizar,to make main,v,
principalmente,mainly; principally,adv/adv, 
principalísimamente,superlative of principalmente,adv,
principalísimo,superlative of principal,adj,
principeduardina,feminine noun of principeduardino,f,
principeduardino,Prince Edward Islander (of or pertaining to Prince Edward Island); Prince Edward Islander (native or resident of Prince Edward Island),adj/m, 
principesco,princely,adj,
principiante,novice (beginner),mf,
principiar,to begin,v,
principio,"beginning, start; cause, origin; principle",m/m/m,  
principista,principled,adj,
principito,diminutive of príncipe (minor or unimportant prince),m,
pringado,"dirty, filthy; stuck with; involved; loser, sucker, doormat (a person who is easily deceived, tricked or persuaded to do something; a naive person; a person who has the worst jobs at work); poor thing, poor thing wretch, victim (an unfortunate person who suffers from a disaster or other adverse circumstance.); fool, idiot; past participle of pringar",adj/adj/adj/m/m/m/v,"   Spain, colloquial]  Spain, colloquial]  Spain, colloquial]  "
pringao,eye dialect of pringado; eye dialect of pringado,adj/m, 
pringar,"to drench, dip, or coat in grease or fat; to squeeze a greasy food with bread, as a method of preparing it; to carry out pringue, wherein someone is punished by having boiling grease thrown at them; to denigrate or slander; to place someone in an illegal or unethical position; to splash; to splatter clothes with water, as a way to iron them; to drizzle (to produce a light rain or mist); to work hard, especially in tough conditions for little benefit",vt/vt/vt/vt/vt/vt/vt/vi/vi,"   colloquial]  colloquial]  Mexico]  Nicaragua]  impersonal, Mexico, El Salvador]  colloquial] "
pringarla,"to croak, snuff it (die); to screw up; mess up (a plan)",v/v,colloquial]  idiom] 
pringoso,"greasy, sticky",adj,
pringue,"fat; grease (especially from meat); grease, grime, gunk; a punishment consisting of throwing boiling grease at someone",mf/mf/mf,  
pringá,pringá,f,
prinia,prinia,f,
printear,to print,v,
prion,prion,m,
prior,prior (a high-ranking member of a monastery),m,
priora,feminine noun of prior; prioress,f,
prioral,priorial,adj,
priorato,priory; priorate,m/m, 
priori,only used in a priori,particle,
prioridad,priority; right of way,f/f, road transport] 
prioritariamente,In order of priority,adv,
prioritario,priority,adj,
priorización,prioritization,f,
priorizadamente,preferably; with priority,adv,
priorizar,to prioritize (give something high priority),v,
prisa,"hurry, rush, urgency",f,
priscilianista,Priscillianist,mf,
prisionera,(female) prisoner,f,
prisionero,prisoner,m,
prisión,"prison (a place or institution of confinement, especially of long-term confinement for those convicted of serious crimes or otherwise considered undesirable by the government)",f,
prisma,"prism (a polyhedron with parallel ends of the same size and shape); prism (a transparent block used to split or reflect light); viewpoint, point of view, standpoint",m/m/m,geometry]   
prismatoide,prismatoid,m,geometry] 
prismático,prismatic,adj,
prismáticos,binoculars,mp,
priva,booze; drink,f,"colloquial, Spain] "
privacidad,privacy,f,
privación,"deprivation, privation, hardship",f,also in the plural] 
privadamente,privately,adv,
privado,"private, privy (e.g. a privy council); deprived, deprived of, denied, bereft (usually followed by de); unlisted (e.g. phone number)",adj/adj/adj,  
privadísimo,superlative of privado,adj,
privanza,favourite,f,
privar,"to deprive; to prohibit; to refrain from doing something; to do without; to be in vogue; to enjoy immensely (gustar-like); to pass out, fall unconscious",vt/vt/vt/vr/vi/vi/vr,   privarse]   colloquial]  Latin America] 
privatista,privatist,mf,
privativamente,"solely, privatively",adv,
privativo,"exclusive, singular, restricted to",adj,
privatizable,privatizable,adj,
privatización,privatization,f,
privatizador,privatization (attributive),adj,
privatizar,to privatize (release government control to private industry),v,
privilegiado,privileged,adj,
privilegiar,to favor,v,
privilegio,privilege,m,
priónico,prionic,adj,
pro,"pro, in favor of, for; pro (professional); pro (professional)",prep/mf/adj,  
pro-,pro-,prefix,
proa,"bow, prow (front of a boat or ship)",f,nautical] 
proactivamente,proactively,adv,
proactividad,proactiveness,f,
proactivo,proactive,adj,
proalemán,pro-German; German-friendly,adj,
proamericano,Pro-American,adj,
proamnistía,pro-amnesty,adj,
probabilidad,probability; likelihood; chance,f/f/f,  
probabilista,probabilist,mf,
probabilísticamente,probabilistically,adv,
probabilístico,probabilistic,adj,
probable,"probable, likely; provable",adj/adj, 
probablemente,"probably, likely",adv,
probación,trial; a kind of exam in order to become a monk,f/f, 
probadamente,provably,adv,
probadita,diminutive of prueba,f,
probado,"proven, tried",adj,
probador,fitting room; tester,m/m, 
probadora,feminine noun of probador,f,
